log_id,raw_log_text,source_file,label,cluster_id,regex_label,regex_rule,bert_label,bert_confidence,bert_rule,llm_category,llm_confidence,final_category,pipeline_stage,final_confidence
12679,INFO nova.virt.libvirt.driver [-] [instance: e31f6b6f-c142-42f8-afb9-973398888b64] Instance destroyed successfully.,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,Scheduler_Operations,0.7308454,DistilBERT_Classification,,,System_Operations_LibVirt,Regex,1.0
80923,INFO nova.virt.libvirt.driver [-] [instance: 630419c4-5d76-4478-9992-d3b44b597356] Instance spawned successfully.,../data/openstack-nova-normal-vm-create.log,normal,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
9055,INFO nova.virt.libvirt.driver [None req-64e2e16d-9f2b-47d8-97aa-d79294baf3da admin admin] [instance: 2c64b583-c024-41dd-a927-30ee344abc4a] Deletion of /opt/stack/data/nova/instances/2c64b583-c024-41dd-a927-30ee344abc4a_del complete,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,0.65542024,,,,System_Operations_LibVirt,Regex,1.0
8273,INFO nova.virt.libvirt.driver [None req-102ccb99-27e9-4d92-ae7c-82349b9e82d4 admin admin] [instance: 7155849f-8006-4305-b85a-f3ed57a6b27f] Deleting instance files /opt/stack/data/nova/instances/7155849f-8006-4305-b85a-f3ed57a6b27f_del,../data/openstack-nova-normal-vm-create.log,normal,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,Scheduler_Operations,0.7369363,DistilBERT_Classification,,,System_Operations_LibVirt,Regex,1.0
12396,INFO nova.virt.libvirt.driver [req-31c4b3ec-dfe1-4460-9ca3-993802d4d9b8] [instance: 119fcddb-41dc-4454-a750-08b4c18985ea] Deleting instance files /opt/stack/data/nova/instances/119fcddb-41dc-4454-a750-08b4c18985ea_del,../data/openstack-nova-sample.log,mixed,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
4411,INFO nova.virt.libvirt.driver [req-705b9502-ec89-477c-8c68-520490a6c5f4] [instance: da9880c5-502d-4cc7-87d1-698cfa203d1f] Deletion of /opt/stack/data/nova/instances/da9880c5-502d-4cc7-87d1-698cfa203d1f_del complete,../data/openstack-nova-sample.log,mixed,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
59098,INFO nova.virt.libvirt.driver [-] [instance: b9247bd6-32c4-4833-8db1-4db15c5d5936] Instance spawned successfully.,../data/openstack-nova-normal-vm-create.log,normal,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
16628,INFO nova.virt.libvirt.driver [req-49946eb4-0eac-460b-b004-8cd9d702ff9c] [instance: adb31606-eedb-4f06-b51e-d12b1bc2e9f6] Creating image,../data/openstack-nova-sample.log,mixed,7,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
95289,INFO nova.virt.libvirt.driver [None req-1f9675b4-80ce-4a2b-a2d0-74d559506936 admin admin] [instance: e863a602-4030-4c7d-9631-f60dd4c1ae26] Deletion of /opt/stack/data/nova/instances/e863a602-4030-4c7d-9631-f60dd4c1ae26_del complete,../data/openstack-nova-normal-vm-create.log,normal,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
41868,INFO nova.virt.libvirt.driver [-] [instance: 26727c01-281d-48ec-859c-4cd9b6937fe3] Instance destroyed successfully.,../data/openstack-nova-undefine-vm-after-create.log,abnormal2,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
6301,INFO nova.virt.libvirt.driver [None req-b5f0ce95-c502-41ef-8e47-322224a1d34b admin admin] [instance: 54d1f0e8-d732-4580-8476-a517f920f906] Deleting instance files /opt/stack/data/nova/instances/54d1f0e8-d732-4580-8476-a517f920f906_del,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
11824,INFO nova.virt.libvirt.driver [None req-ad9dd55e-8fad-4770-af4c-eda572e4b9c4 admin admin] [instance: dbfec43e-a486-41a6-b12b-1a4b8c21aa77] Deletion of /opt/stack/data/nova/instances/dbfec43e-a486-41a6-b12b-1a4b8c21aa77_del complete,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
44321,INFO nova.virt.libvirt.driver [-] [instance: a6037961-6398-42a1-b46c-d7751596f730] Instance spawned successfully.,../data/openstack-nova-normal-vm-create.log,normal,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
15026,INFO nova.virt.libvirt.driver [req-07331ff8-9d42-4eeb-a504-1188277954f5] [instance: 05e9f350-d905-42bb-8610-ff905d224446] Creating image,../data/openstack-nova-sample.log,mixed,7,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
1175,INFO nova.virt.libvirt.driver [req-689da691-dbde-4f1f-bf87-0ca798234af6] [instance: f05fad14-ce00-40ae-b8b8-3f7ab8bce2d2] Deletion of /opt/stack/data/nova/instances/f05fad14-ce00-40ae-b8b8-3f7ab8bce2d2_del complete,../data/openstack-nova-dhcpoff.log,abnormal3,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
27405,INFO nova.virt.libvirt.driver [-] [instance: 134ec3b0-4e25-4641-bf6c-fc5892add57e] Instance spawned successfully.,../data/openstack-nova-normal-vm-create.log,normal,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
8891,INFO nova.virt.libvirt.driver [None req-5a44a9bd-d5b3-454a-b022-23c8efab178f admin admin] [instance: bf536429-0853-4879-94c2-3c4724902f93] Deletion of /opt/stack/data/nova/instances/bf536429-0853-4879-94c2-3c4724902f93_del complete,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,Network_Operations,0.71207637,DistilBERT_Classification,,,System_Operations_LibVirt,Regex,1.0
86139,INFO nova.virt.libvirt.driver [-] [instance: fdc002b8-9089-4bba-b37f-0dd06137e1cd] Instance destroyed successfully.,../data/openstack-nova-normal-vm-create.log,normal,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
40467,INFO nova.virt.libvirt.driver [None req-9ae7437b-ca17-48c7-9d82-03d291fb1988 admin admin] [instance: 788488c3-de2d-4e53-8bcc-5298562f0424] Deleting instance files /opt/stack/data/nova/instances/788488c3-de2d-4e53-8bcc-5298562f0424_del,../data/openstack-nova-normal-vm-create.log,normal,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
78393,INFO nova.virt.libvirt.driver [None req-7b38f743-caee-474e-abb1-78a258b92876 admin admin] [instance: 7ee93e57-a64c-4c2b-98cd-fb8d4a019718] Deleting instance files /opt/stack/data/nova/instances/7ee93e57-a64c-4c2b-98cd-fb8d4a019718_del,../data/openstack-nova-normal-vm-create.log,normal,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
25567,INFO nova.virt.libvirt.driver [None req-d72c1247-788c-447e-bd2a-04298c9d883a admin admin] [instance: d4c46fdf-83d7-48f8-a565-4d8af2323010] Deleting instance files /opt/stack/data/nova/instances/d4c46fdf-83d7-48f8-a565-4d8af2323010_del,../data/openstack-nova-normal-vm-create.log,normal,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
487,INFO nova.virt.libvirt.driver [req-16447acb-f2d2-45b2-ba40-27b3dbd9a3dd] [instance: 636ff8e5-dfe9-4e3b-a2bb-7060d9a36296] Deletion of /opt/stack/data/nova/instances/636ff8e5-dfe9-4e3b-a2bb-7060d9a36296_del complete,../data/openstack-nova-sample.log,mixed,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,0.41376582,,,,System_Operations_LibVirt,Regex,1.0
82296,INFO nova.virt.libvirt.driver [None req-5eebbdfd-5090-47b8-8beb-196609b47e53 admin admin] [instance: 54e04a3c-8909-4915-bd7c-dd62e589d579] Deleting instance files /opt/stack/data/nova/instances/54e04a3c-8909-4915-bd7c-dd62e589d579_del,../data/openstack-nova-normal-vm-create.log,normal,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
54019,INFO nova.virt.libvirt.driver [-] [instance: 08984100-ab13-44d0-8bcd-8ab24a7806af] Instance spawned successfully.,../data/openstack-nova-normal-vm-create.log,normal,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
87308,INFO nova.virt.libvirt.driver [-] [instance: e1b09bff-a4c5-4c52-8911-7be96dad144f] Instance destroyed successfully.,../data/openstack-nova-normal-vm-create.log,normal,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
73940,INFO nova.virt.libvirt.driver [-] [instance: 3fac92de-0de5-407d-afe4-7d6ce665f5f1] Instance spawned successfully.,../data/openstack-nova-normal-vm-create.log,normal,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
66540,INFO nova.virt.libvirt.driver [-] [instance: a74f1046-ab48-416d-a5c3-7fe04be5dfb9] Instance spawned successfully.,../data/openstack-nova-normal-vm-create.log,normal,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
14464,INFO nova.virt.libvirt.driver [None req-6ccc6569-5088-40bc-926e-2b7765e1355f admin admin] [instance: 5f9ebfd4-1dea-41e8-8abf-b12c2da9d512] Deletion of /opt/stack/data/nova/instances/5f9ebfd4-1dea-41e8-8abf-b12c2da9d512_del complete,../data/openstack-nova-normal-vm-create.log,normal,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,0.60000604,,,,System_Operations_LibVirt,Regex,1.0
8541,INFO nova.virt.libvirt.driver [None req-54015ffe-ac01-4244-a004-f2db4ecba22d admin admin] [instance: 53709f5a-97d8-4683-8375-4380ebfb70f3] Deletion of /opt/stack/data/nova/instances/53709f5a-97d8-4683-8375-4380ebfb70f3_del complete,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
32060,INFO nova.virt.libvirt.driver [None req-438d1bfe-c3a4-47f4-9229-e4c5460d08dd admin admin] [instance: e7038846-805b-4c44-a173-3a0e4f270518] Creating image,../data/openstack-nova-normal-vm-create.log,normal,7,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
1311,INFO nova.virt.libvirt.driver [req-5cacc304-a059-4034-bcef-6f99db98d4f5] [instance: 2ff187f6-50b4-4290-9995-e17b9558f7a2] Deletion of /opt/stack/data/nova/instances/2ff187f6-50b4-4290-9995-e17b9558f7a2_del complete,../data/openstack-nova-sample.log,mixed,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
20375,INFO nova.virt.libvirt.driver [req-7036bfd2-e518-424e-8c4f-1d78cfb9af6b] [instance: d9d03c61-bda3-4720-9859-fb2f809bacb5] Deletion of /opt/stack/data/nova/instances/d9d03c61-bda3-4720-9859-fb2f809bacb5_del complete,../data/openstack-nova-sample.log,mixed,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
3465,INFO nova.virt.libvirt.driver [req-90355beb-eae6-4c75-ae6c-bd9fdd8a5485] [instance: 5fd0643f-0d41-48ae-af39-a09544d9fd59] Creating image,../data/openstack-nova-dhcpoff.log,abnormal3,7,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,0.482089,,,,System_Operations_LibVirt,Regex,1.0
8003,INFO nova.virt.libvirt.driver [req-a7f2b1d7-6678-431e-a100-9750b1a6c17e] [instance: c84f154a-b68f-4a83-adb8-73f5902adcd1] Deletion of /opt/stack/data/nova/instances/c84f154a-b68f-4a83-adb8-73f5902adcd1_del complete,../data/openstack-nova-sample.log,mixed,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
2503,INFO nova.virt.libvirt.driver [-] [instance: 64ecf95c-5d15-495b-9d99-93f5f0e9008c] Instance destroyed successfully.,../data/openstack-nova-dhcpoff.log,abnormal3,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,Network_Operations,0.7333888,DistilBERT_Classification,,,System_Operations_LibVirt,Regex,1.0
9896,INFO nova.virt.libvirt.driver [-] [instance: dc0408cd-29d3-4eb8-8f4c-c1c7b02d2015] Instance destroyed successfully.,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,0.65857965,,,,System_Operations_LibVirt,Regex,1.0
13100,INFO nova.virt.libvirt.driver [req-95c9ddc5-01e7-48ff-9871-cb1119eea10e] [instance: e92c363f-6972-4909-b826-ca703f06b47b] Deleting instance files /opt/stack/data/nova/instances/e92c363f-6972-4909-b826-ca703f06b47b_del,../data/openstack-nova-sample.log,mixed,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,0.3157779,,,,System_Operations_LibVirt,Regex,1.0
7249,INFO nova.virt.libvirt.driver [req-d48e80b1-fade-4e90-8acc-957bc7586590] [instance: fee3d9e9-2bfa-44e1-9773-734b79305f88] Deleting instance files /opt/stack/data/nova/instances/fee3d9e9-2bfa-44e1-9773-734b79305f88_del,../data/openstack-nova-sample.log,mixed,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
3639,INFO nova.virt.libvirt.driver [req-e3c20dd0-7a47-43e0-8845-9589cfa139b2] [instance: 00c36656-9e88-44ae-99c4-63dc59c6fe6c] Deletion of /opt/stack/data/nova/instances/00c36656-9e88-44ae-99c4-63dc59c6fe6c_del complete,../data/openstack-nova-sample.log,mixed,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
39832,INFO nova.virt.libvirt.driver [None req-eedce5f1-f4ae-4f86-80ef-aaae9c79c6e2 admin admin] [instance: bed52590-2c7e-43b8-a332-8fcde49e0924] Deleting instance files /opt/stack/data/nova/instances/bed52590-2c7e-43b8-a332-8fcde49e0924_del,../data/openstack-nova-normal-vm-create.log,normal,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
8756,INFO nova.virt.libvirt.driver [None req-64e2e16d-9f2b-47d8-97aa-d79294baf3da admin admin] [instance: 2c64b583-c024-41dd-a927-30ee344abc4a] Creating image,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,7,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,0.6582291,,,,System_Operations_LibVirt,Regex,1.0
2317,INFO nova.virt.libvirt.driver [req-4f0833f5-7537-4988-9327-ced52ff94d96] [instance: 33cb5f95-bfc4-4a72-bd72-9a0bc2c2ab38] Deleting instance files /opt/stack/data/nova/instances/33cb5f95-bfc4-4a72-bd72-9a0bc2c2ab38_del,../data/openstack-nova-sample.log,mixed,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,0.28731787,,,,System_Operations_LibVirt,Regex,1.0
70505,INFO nova.virt.libvirt.driver [None req-ac9e9313-6805-46af-a625-404619277b75 admin admin] [instance: 1a416743-8016-4a3f-9028-7b184be0e025] Creating image,../data/openstack-nova-normal-vm-create.log,normal,7,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
95587,INFO nova.virt.libvirt.driver [None req-1d1ba884-6bc0-417a-81f5-7702695cfa61 admin admin] [instance: 2007af5b-bf84-4ca2-a6b6-8e3840e4e48d] Deleting instance files /opt/stack/data/nova/instances/2007af5b-bf84-4ca2-a6b6-8e3840e4e48d_del,../data/openstack-nova-normal-vm-create.log,normal,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
69433,INFO nova.virt.libvirt.driver [None req-cb30d3fc-6eb9-44fc-aa15-366ea0fc8ffd admin admin] [instance: 330dbf76-99c2-4ded-9f07-0b26f9f23e39] Deleting instance files /opt/stack/data/nova/instances/330dbf76-99c2-4ded-9f07-0b26f9f23e39_del,../data/openstack-nova-normal-vm-create.log,normal,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
48524,INFO nova.virt.libvirt.driver [-] [instance: 076e7b5d-ad39-4c09-a3f9-9e1aebfb4535] Instance spawned successfully.,../data/openstack-nova-normal-vm-create.log,normal,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
81501,INFO nova.virt.libvirt.driver [-] [instance: 45c70c93-3c4b-4b7e-982d-aa7946112451] Instance spawned successfully.,../data/openstack-nova-normal-vm-create.log,normal,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
8660,INFO nova.virt.libvirt.driver [req-b259431a-9e6a-4421-b65c-ee847cabd378] [instance: 1cc69d37-862c-4b78-909e-8f89cd6e4044] Deleting instance files /opt/stack/data/nova/instances/1cc69d37-862c-4b78-909e-8f89cd6e4044_del,../data/openstack-nova-sample.log,mixed,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
19849,INFO nova.virt.libvirt.driver [req-fa0a6e6a-0c9a-48a3-9170-112e66ef00df] [instance: d0a43368-d80c-41c4-a545-cbbd211fbcc8] Creating image,../data/openstack-nova-sample.log,mixed,7,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
84380,INFO nova.virt.libvirt.driver [-] [instance: c1139133-8fe2-4016-8804-cd94b3715ddc] Instance destroyed successfully.,../data/openstack-nova-normal-vm-create.log,normal,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
5665,INFO nova.virt.libvirt.driver [req-7e2bfd78-1df6-423d-9a17-a98d24f4ae2a] [instance: 24776e5d-8edd-4bb1-9a92-497b0af00b5f] Deletion of /opt/stack/data/nova/instances/24776e5d-8edd-4bb1-9a92-497b0af00b5f_del complete,../data/openstack-nova-sample.log,mixed,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
82400,INFO nova.virt.libvirt.driver [None req-1783576d-502a-42ca-a42b-6456e91704ce admin admin] [instance: 61116f6b-0d35-4b1a-8b4e-803d5edc973d] Deleting instance files /opt/stack/data/nova/instances/61116f6b-0d35-4b1a-8b4e-803d5edc973d_del,../data/openstack-nova-normal-vm-create.log,normal,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
15117,INFO nova.virt.libvirt.driver [req-2604d83a-42f4-4a3b-ae32-692482836120] [instance: 82adc88b-a28d-4eb5-a665-189e800bc891] Deleting instance files /opt/stack/data/nova/instances/82adc88b-a28d-4eb5-a665-189e800bc891_del,../data/openstack-nova-sample.log,mixed,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
43037,INFO nova.virt.libvirt.driver [None req-ca947689-969c-437a-8e63-d1db54caa075 admin admin] [instance: 2675b746-0f5d-4d45-b251-0440f52ee21f] Creating image,../data/openstack-nova-normal-vm-create.log,normal,7,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
19132,INFO nova.virt.libvirt.driver [None req-fdbbd6a0-f6a1-4b5e-9935-077d0f5ab2a9 admin admin] [instance: 524340e0-293a-47e0-b936-0721d80c1d3f] Deletion of /opt/stack/data/nova/instances/524340e0-293a-47e0-b936-0721d80c1d3f_del complete,../data/openstack-nova-normal-vm-create.log,normal,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
32494,INFO nova.virt.libvirt.driver [-] [instance: 2104996a-d526-40eb-8e30-11bb20d85f93] Instance destroyed successfully.,../data/openstack-nova-undefine-vm-after-create.log,abnormal2,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
38508,INFO nova.virt.libvirt.driver [None req-8ab5f648-038f-4ef5-b47b-90e690ad2388 admin admin] [instance: 2415eec2-2b6e-488f-afa1-da38f7d30ab1] Deletion of /opt/stack/data/nova/instances/2415eec2-2b6e-488f-afa1-da38f7d30ab1_del complete,../data/openstack-nova-normal-vm-create.log,normal,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
45275,INFO nova.virt.libvirt.driver [None req-0fc53297-4056-4ffc-95d4-fa4282c746a9 admin admin] [instance: e9dd7784-dbbd-4aec-bfee-944b63ee773b] Deleting instance files /opt/stack/data/nova/instances/e9dd7784-dbbd-4aec-bfee-944b63ee773b_del,../data/openstack-nova-normal-vm-create.log,normal,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
8178,INFO nova.virt.libvirt.driver [req-294fe8e6-1886-4bd3-b458-7c5d969686f3] [instance: 95c444fd-c778-4589-b373-247b9a96faac] Creating image,../data/openstack-nova-sample.log,mixed,7,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
30,INFO nova.virt.libvirt.driver [req-72f006b7-52ce-4132-a1ff-7bc29c99637e] [instance: 08a6ad88-7537-4a6d-9da2-ddf8d6cc6ff3] Creating image,../data/openstack-nova-dhcpoff.log,abnormal3,7,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
45373,INFO nova.virt.libvirt.driver [-] [instance: 0db45038-8ac0-41c7-a21e-e22be6f4b322] Instance destroyed successfully.,../data/openstack-nova-normal-vm-create.log,normal,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
6499,INFO nova.virt.libvirt.driver [req-3e0df012-1b75-43bd-a9b6-300f1500f82b] [instance: b0756281-8bee-4224-9fa7-7d0b3b880607] Deletion of /opt/stack/data/nova/instances/b0756281-8bee-4224-9fa7-7d0b3b880607_del complete,../data/openstack-nova-sample.log,mixed,1,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,0.6467626,,,,System_Operations_LibVirt,Regex,1.0
33236,INFO nova.virt.libvirt.driver [-] [instance: adf3d8bd-c690-44e6-9a63-548270ddba89] Instance destroyed successfully.,../data/openstack-nova-normal-vm-create.log,normal,12,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
11065,INFO nova.virt.libvirt.driver [None req-ae43ec71-868a-4c76-9420-675367e982d5 admin admin] [instance: 7c8d708f-16d4-46ac-91b1-86819a4f47b7] Creating image,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,7,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
13404,INFO nova.virt.libvirt.driver [req-495d35b4-9dbe-4a66-9213-1228f7a04082] [instance: 780b41bf-beaf-4191-82cd-aad0944572a0] Creating image,../data/openstack-nova-sample.log,mixed,7,System_Operations_LibVirt,INFO nova\.virt\.libvirt\.driver.*?\[instance: [a-f0-9\-]+\].*,,,,,,System_Operations_LibVirt,Regex,1.0
